
 1000, 0.2969679832458496, 0.1406853199005127, 0.17190933227539062
 1100, 0.17192840576171875, 0.07815027236938477, 0.09377884864807129
 1200, 0.18755602836608887, 0.09377908706665039, 0.10940909385681152
 1300, 0.23445916175842285, 0.10939812660217285, 0.14066839218139648
 1400, 0.26570749282836914, 0.12503910064697266, 0.15629863739013672
 1500, 0.7033429145812988, 0.32822728157043457, 0.40638208389282227
 1600, 0.7814946174621582, 0.31259799003601074, 0.21881437301635742
 1700, 0.7502353191375732, 0.4063751697540283, 0.5001358985900879
 1800, 1.047217845916748, 0.4532454013824463, 0.5783250331878662
 1900, 0.8909034729003906, 0.531395435333252, 0.6408436298370361
 2000, 1.2293977737426758, 0.545703649520874, 0.6682178974151611
